qa_id,question_type,generation_method,question,answer,kg_triples,num_source_triples,text_context_used,ablation_study,Relevance,Accuracy,Completeness,Fluency,KG_Alignment,Overall_Score,evaluation_timestamp
comparative_kg_only_90-for-this-funding-year-only-p29-64-6300801d_1752628383_748a3881,comparative,ablation_kg_only,How do the responsibilities of institutions towards impacted students differ in terms of academic support and funding documentation?,"Institutions have a legal duty to encourage student progression and provide assistance to impacted students, which includes offering repeat year funding governed by funding regulations without additional exam or tuition fees. Furthermore, institutions must document impacted students by flagging them in records, which includes both individualised learner record and school census. However, they must not record further funding for additional time or include planned hours for only retaking exams in their documentation.","1. students_with_impact_from_covid_19 → can_retake_academic_portions → academic_year_2020_2021
2. institution → has_legal_duty → encourage_student_progression
3. institution → provides_assistance → impacted_students
4. impacted_students → has_funding_element → repeat_year_funding
5. repeat_year_funding → is_governed_by → funding_regulations
6. repeat_year_funding → has_description → no_exam_or_tuition_fees
7. student → fails_to_complete_learning_aim → additional_time_not_covered
8. institution → must_not_record → further_funding_for_additional_time
9. institution → must_not_include → planned_hours_for_only_retaking_exams
10. institution → should_flag → impacted_students_in_records
11. impacted_students_in_records → includes → individualised_learner_record
12. impacted_students_in_records → includes → school_census
13. repeat_periods_of_study → has_funding_condition → inclusion_in_planned_hour_returns
14. student → has_status → funded_for_repeat_periods
15. institution → has_obligation → use_offer_clearly_beneficial
16. offer_of_retaking → is_reason_for → clear_benefit_over_alternatives
17. clear_benefit_over_alternatives → corresponds_to_learning_aim → doing_another_course_of_study",17,False,kg_only,3,3,2,4,3,3.0,2025-07-23T01:27:02.376808
comparative_kg_only_90-for-this-funding-year-only-p29-64-6300801d_1752628393_376d4e04,comparative,ablation_kg_only,How does the approach to funding differ between students impacted by Covid-19 and students who simply fail to complete their learning aim?,"Students impacted by Covid-19 can retake academic portions for the academic year 2020-2021 and may be funded under 'repeat year funding' governed by funding regulations, with no exam or tuition fees. On the other hand, students who fail to complete their learning aim fall under the category where additional time is not covered by funding, and institutions must not record further funding for this additional time.","1. students_with_impact_from_covid_19 → can_retake_academic_portions → academic_year_2020_2021
2. institution → has_legal_duty → encourage_student_progression
3. institution → provides_assistance → impacted_students
4. impacted_students → has_funding_element → repeat_year_funding
5. repeat_year_funding → is_governed_by → funding_regulations
6. repeat_year_funding → has_description → no_exam_or_tuition_fees
7. student → fails_to_complete_learning_aim → additional_time_not_covered
8. institution → must_not_record → further_funding_for_additional_time
9. institution → must_not_include → planned_hours_for_only_retaking_exams
10. institution → should_flag → impacted_students_in_records
11. impacted_students_in_records → includes → individualised_learner_record
12. impacted_students_in_records → includes → school_census
13. repeat_periods_of_study → has_funding_condition → inclusion_in_planned_hour_returns
14. student → has_status → funded_for_repeat_periods
15. institution → has_obligation → use_offer_clearly_beneficial
16. offer_of_retaking → is_reason_for → clear_benefit_over_alternatives
17. clear_benefit_over_alternatives → corresponds_to_learning_aim → doing_another_course_of_study",17,False,kg_only,5,4,4,4,4,4.2,2025-07-23T01:27:04.160562
inferential_kg_only_90-for-this-funding-year-only-p29-64-6300801d_1752628403_34cb627e,inferential,ablation_kg_only,What can be inferred about an institution's responsibilities towards students who are allowed to retake academic portions due to the impact of COVID-19?,"An institution has several responsibilities towards impacted students, including providing assistance, ensuring that they are flagged in records for monitoring purposes, and making offers for retaking academic portions that are clearly beneficial over other alternatives. This is because institutions have a legal duty to encourage student progression and must operate within the constraints of funding regulations, especially concerning the no exam or tuition fees policy for repeat year funding.","1. students_with_impact_from_covid_19 → can_retake_academic_portions → academic_year_2020_2021
2. institution → has_legal_duty → encourage_student_progression
3. institution → provides_assistance → impacted_students
4. impacted_students → has_funding_element → repeat_year_funding
5. repeat_year_funding → is_governed_by → funding_regulations
6. repeat_year_funding → has_description → no_exam_or_tuition_fees
7. student → fails_to_complete_learning_aim → additional_time_not_covered
8. institution → must_not_record → further_funding_for_additional_time
9. institution → must_not_include → planned_hours_for_only_retaking_exams
10. institution → should_flag → impacted_students_in_records
11. impacted_students_in_records → includes → individualised_learner_record
12. impacted_students_in_records → includes → school_census
13. repeat_periods_of_study → has_funding_condition → inclusion_in_planned_hour_returns
14. student → has_status → funded_for_repeat_periods
15. institution → has_obligation → use_offer_clearly_beneficial
16. offer_of_retaking → is_reason_for → clear_benefit_over_alternatives
17. clear_benefit_over_alternatives → corresponds_to_learning_aim → doing_another_course_of_study",17,False,kg_only,4,3,3,4,3,3.4,2025-07-23T01:27:06.402369
inferential_kg_only_90-for-this-funding-year-only-p29-64-6300801d_1752628403_5882d871,inferential,ablation_kg_only,How does the knowledge graph suggest institutions should handle record-keeping for students impacted by COVID-19 who are retaking parts of their academic year?,"Institutions should meticulously flag impacted students in their records, which includes maintaining individualised learner records and school census data. This implies a level of detailed record-keeping and reporting to accurately track and support students' progress and access to designated funding, such as repeat year funding governed by specific funding regulations.","1. students_with_impact_from_covid_19 → can_retake_academic_portions → academic_year_2020_2021
2. institution → has_legal_duty → encourage_student_progression
3. institution → provides_assistance → impacted_students
4. impacted_students → has_funding_element → repeat_year_funding
5. repeat_year_funding → is_governed_by → funding_regulations
6. repeat_year_funding → has_description → no_exam_or_tuition_fees
7. student → fails_to_complete_learning_aim → additional_time_not_covered
8. institution → must_not_record → further_funding_for_additional_time
9. institution → must_not_include → planned_hours_for_only_retaking_exams
10. institution → should_flag → impacted_students_in_records
11. impacted_students_in_records → includes → individualised_learner_record
12. impacted_students_in_records → includes → school_census
13. repeat_periods_of_study → has_funding_condition → inclusion_in_planned_hour_returns
14. student → has_status → funded_for_repeat_periods
15. institution → has_obligation → use_offer_clearly_beneficial
16. offer_of_retaking → is_reason_for → clear_benefit_over_alternatives
17. clear_benefit_over_alternatives → corresponds_to_learning_aim → doing_another_course_of_study",17,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:27:08.863466
relationship_kg_only_91-general-certificate-of-seco-p29-66-8477bed0_1752628427_eb0aa74b,relationship,ablation_kg_only,What is the relationship between study programmes with over 450 hours and their qualifying period according to the funding rates and formula guidance?,"Study programmes with over 450 hours have a qualifying period of 6 weeks, as documented in the funding rates and formula guidance.","1. general_certificate_of_secondary_education → has_achievement_status → grade_9_to_4_or_a_to_c
2. general_certificate_of_secondary_education → is_not_counted_as → retake_for_funding
3. young_people → should_be_enrolled_in → external_certificate_program
4. external_certificate_program → corresponds_to_learning_aim → esfa_approved_qualifications_list
5. young_people → should_be_enrolled_in → substantial_work_placement
6. substantial_work_placement → has_progression → apprenticeship_or_employment
7. young_people → should_be_enrolled_in → t_level_program
8. esfa → does_not_fund → study_programmes_less_than_2_weeks
9. study_programme → has_minimum_hours → no_specific_minimum
10. study_programme → has_maximum_hours_per_week → 40_hours
11. study_programme → has_qualifying_period → 6_weeks_for_450_hours_or_more
12. study_programme → has_qualifying_period → 2_weeks_for_part_time_under_450_hours
13. qualifying_period → is_documented_in → funding_rates_and_formula_guidance",13,False,kg_only,5,5,5,4,5,4.8,2025-07-23T01:27:10.984968
comparative_kg_only_91-general-certificate-of-seco-p29-66-8477bed0_1752628444_6ee81bc9,comparative,ablation_kg_only,How do the enrollment recommendations for young people in substantial work placements contrast with those in external certificate programs according to the knowledge graph?,"Young people enrolled in substantial work placements are guided towards progression into apprenticeship or employment, whereas those enrolled in external certificate programs are associated with learning aims that correspond to the ESFA-approved qualifications list.","1. general_certificate_of_secondary_education → has_achievement_status → grade_9_to_4_or_a_to_c
2. general_certificate_of_secondary_education → is_not_counted_as → retake_for_funding
3. young_people → should_be_enrolled_in → external_certificate_program
4. external_certificate_program → corresponds_to_learning_aim → esfa_approved_qualifications_list
5. young_people → should_be_enrolled_in → substantial_work_placement
6. substantial_work_placement → has_progression → apprenticeship_or_employment
7. young_people → should_be_enrolled_in → t_level_program
8. esfa → does_not_fund → study_programmes_less_than_2_weeks
9. study_programme → has_minimum_hours → no_specific_minimum
10. study_programme → has_maximum_hours_per_week → 40_hours
11. study_programme → has_qualifying_period → 6_weeks_for_450_hours_or_more
12. study_programme → has_qualifying_period → 2_weeks_for_part_time_under_450_hours
13. qualifying_period → is_documented_in → funding_rates_and_formula_guidance",13,False,kg_only,4,3,3,4,3,3.4,2025-07-23T01:27:13.445948
comparative_kg_only_91-general-certificate-of-seco-p29-66-8477bed0_1752628445_a8340885,comparative,ablation_kg_only,What distinguishes the funding rules for study programmes of different durations as documented in the knowledge graph?,"Study programmes less than 2 weeks do not receive funding from ESFA, and there's a differentiation in qualifying periods where programmes of 450 hours or more have a 6-week qualifying period, while part-time programmes under 450 hours have a 2-week qualifying period.","1. general_certificate_of_secondary_education → has_achievement_status → grade_9_to_4_or_a_to_c
2. general_certificate_of_secondary_education → is_not_counted_as → retake_for_funding
3. young_people → should_be_enrolled_in → external_certificate_program
4. external_certificate_program → corresponds_to_learning_aim → esfa_approved_qualifications_list
5. young_people → should_be_enrolled_in → substantial_work_placement
6. substantial_work_placement → has_progression → apprenticeship_or_employment
7. young_people → should_be_enrolled_in → t_level_program
8. esfa → does_not_fund → study_programmes_less_than_2_weeks
9. study_programme → has_minimum_hours → no_specific_minimum
10. study_programme → has_maximum_hours_per_week → 40_hours
11. study_programme → has_qualifying_period → 6_weeks_for_450_hours_or_more
12. study_programme → has_qualifying_period → 2_weeks_for_part_time_under_450_hours
13. qualifying_period → is_documented_in → funding_rates_and_formula_guidance",13,False,kg_only,5,5,4,4,5,4.6,2025-07-23T01:27:15.566437
inferential_kg_only_91-general-certificate-of-seco-p29-66-8477bed0_1752628453_393d048d,inferential,ablation_kg_only,What can be inferred about the ESFA's approach to funding study programmes based on their documented qualifying periods?,"The ESFA's approach to funding study programmes is differentiated based on the programme's intensity and duration, with a minimum qualifying period of 2 weeks for part-time studies under 450 hours and a longer 6-week period for programmes with 450 hours or more, indicating a tailored funding strategy that takes into account the varying needs and commitments of different types of study programmes.","1. general_certificate_of_secondary_education → has_achievement_status → grade_9_to_4_or_a_to_c
2. general_certificate_of_secondary_education → is_not_counted_as → retake_for_funding
3. young_people → should_be_enrolled_in → external_certificate_program
4. external_certificate_program → corresponds_to_learning_aim → esfa_approved_qualifications_list
5. young_people → should_be_enrolled_in → substantial_work_placement
6. substantial_work_placement → has_progression → apprenticeship_or_employment
7. young_people → should_be_enrolled_in → t_level_program
8. esfa → does_not_fund → study_programmes_less_than_2_weeks
9. study_programme → has_minimum_hours → no_specific_minimum
10. study_programme → has_maximum_hours_per_week → 40_hours
11. study_programme → has_qualifying_period → 6_weeks_for_450_hours_or_more
12. study_programme → has_qualifying_period → 2_weeks_for_part_time_under_450_hours
13. qualifying_period → is_documented_in → funding_rates_and_formula_guidance",13,False,kg_only,4,3,3,4,3,3.4,2025-07-23T01:27:18.057667
inferential_kg_only_91-general-certificate-of-seco-p29-66-8477bed0_1752628454_bef5fc72,inferential,ablation_kg_only,"Considering the progression opportunities from substantial work placements, what does this imply about the ESFA's priorities for young people's education paths?","The progression from substantial work placements to apprenticeship or employment implies that the ESFA prioritizes practical, vocational pathways alongside traditional academic achievements. This suggests an emphasis on ensuring young people are prepared for direct entry into the workforce or further vocational training, reflecting a holistic approach to education that values both academic and practical skills.","1. general_certificate_of_secondary_education → has_achievement_status → grade_9_to_4_or_a_to_c
2. general_certificate_of_secondary_education → is_not_counted_as → retake_for_funding
3. young_people → should_be_enrolled_in → external_certificate_program
4. external_certificate_program → corresponds_to_learning_aim → esfa_approved_qualifications_list
5. young_people → should_be_enrolled_in → substantial_work_placement
6. substantial_work_placement → has_progression → apprenticeship_or_employment
7. young_people → should_be_enrolled_in → t_level_program
8. esfa → does_not_fund → study_programmes_less_than_2_weeks
9. study_programme → has_minimum_hours → no_specific_minimum
10. study_programme → has_maximum_hours_per_week → 40_hours
11. study_programme → has_qualifying_period → 6_weeks_for_450_hours_or_more
12. study_programme → has_qualifying_period → 2_weeks_for_part_time_under_450_hours
13. qualifying_period → is_documented_in → funding_rates_and_formula_guidance",13,False,kg_only,3,4,3,4,3,3.4,2025-07-23T01:27:20.207622
relationship_kg_only_95-students-whose-programmes-d-p30-67-14757368_1752628485_f7e49f8b,relationship,ablation_kg_only,What eligibility criteria affect a full-time student's ability to receive part-time funding at a different institution according to the provided knowledge graph?,"Full-time students are not eligible for part-time funding at different institutions, which implies that their enrollment and activities within multiple institutions and same academic year activities restrict them from receiving such funding.","1. student_programme → is_counted_as → part_time
2. part_time_programme → has_funding_impact → treated_as_part_time_for_funding
3. programme → crosses → two_academic_years
4. programme → is_not_full_time → each_academic_year
5. full_time_programme → includes → organised_examination_preparation
6. full_time_programme → spans → two_funding_years
7. full_time_student → enrolled_in → multiple_institutions
8. full_time_student → is_not_eligible_for → part_time_funding_at_different_institution
9. full_time_student → participates_in → same_academic_year_activities",9,False,kg_only,5,5,4,4,5,4.6,2025-07-23T01:27:22.096938
comparative_kg_only_95-students-whose-programmes-d-p30-67-14757368_1752628496_1c203765,comparative,ablation_kg_only,What distinguishes a full-time program from a part-time one in terms of their span across academic years?,"A full-time program spans two funding years, while a part-time program is not specifically mentioned to span across multiple funding years but is treated as part-time for funding.","1. student_programme → is_counted_as → part_time
2. part_time_programme → has_funding_impact → treated_as_part_time_for_funding
3. programme → crosses → two_academic_years
4. programme → is_not_full_time → each_academic_year
5. full_time_programme → includes → organised_examination_preparation
6. full_time_programme → spans → two_funding_years
7. full_time_student → enrolled_in → multiple_institutions
8. full_time_student → is_not_eligible_for → part_time_funding_at_different_institution
9. full_time_student → participates_in → same_academic_year_activities",9,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:27:23.926222
comparative_kg_only_95-students-whose-programmes-d-p30-67-14757368_1752628497_fd677f8c,comparative,ablation_kg_only,How does the eligibility for funding at different institutions differ between full-time and part-time students?,"Full-time students are not eligible for part-time funding at different institutions, whereas there's no stated restriction on part-time students' eligibility for funding.","1. student_programme → is_counted_as → part_time
2. part_time_programme → has_funding_impact → treated_as_part_time_for_funding
3. programme → crosses → two_academic_years
4. programme → is_not_full_time → each_academic_year
5. full_time_programme → includes → organised_examination_preparation
6. full_time_programme → spans → two_funding_years
7. full_time_student → enrolled_in → multiple_institutions
8. full_time_student → is_not_eligible_for → part_time_funding_at_different_institution
9. full_time_student → participates_in → same_academic_year_activities",9,False,kg_only,4,5,3,4,5,4.2,2025-07-23T01:27:26.046706
inferential_kg_only_95-students-whose-programmes-d-p30-67-14757368_1752628504_58b58f8f,inferential,ablation_kg_only,What can be inferred about a programme's status in terms of full-time or part-time based on its duration and academic year structure?,A programme that crosses two academic years but is not considered full time in each academic year must be treated as part time for funding purposes.,"1. student_programme → is_counted_as → part_time
2. part_time_programme → has_funding_impact → treated_as_part_time_for_funding
3. programme → crosses → two_academic_years
4. programme → is_not_full_time → each_academic_year
5. full_time_programme → includes → organised_examination_preparation
6. full_time_programme → spans → two_funding_years
7. full_time_student → enrolled_in → multiple_institutions
8. full_time_student → is_not_eligible_for → part_time_funding_at_different_institution
9. full_time_student → participates_in → same_academic_year_activities",9,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:27:27.881735
inferential_kg_only_95-students-whose-programmes-d-p30-67-14757368_1752628510_9a0edebb,inferential,ablation_kg_only,"Based on the relationship between a programme that crosses two academic years and its classification with respect to time, what can be inferred about the nature of such a programme’s scheduling within an academic calendar?","A programme that crosses two academic years and is not considered full-time each academic year implies that it is likely treated as a part-time schedule in terms of funding and academic commitment, given the distinction between full-time programmes and their structure.","1. student_programme → is_counted_as → part_time
2. part_time_programme → has_funding_impact → treated_as_part_time_for_funding
3. programme → crosses → two_academic_years
4. programme → is_not_full_time → each_academic_year
5. full_time_programme → includes → organised_examination_preparation
6. full_time_programme → spans → two_funding_years
7. full_time_student → enrolled_in → multiple_institutions
8. full_time_student → is_not_eligible_for → part_time_funding_at_different_institution
9. full_time_student → participates_in → same_academic_year_activities",9,False,kg_only,4,3,2,4,3,3.2,2025-07-23T01:27:29.948356
comparative_kg_only_99-for-funding-purposes-study-p30-69-6dfac77d_1752628548_b69a2793,comparative,ablation_kg_only,How do the qualifications for funding eligibility compare between the 'study_programmes' and 'qualifications' entities?,"Study programmes are funded by the ESFA List 14-19, whereas qualifications must be approved for funding 16-19 and must also be listed in 'find_a_learning_aim'.","1. study_programmes → is_funded_by → esfa_list_14_19
2. qualifications → must_be_approved_for → funding_16_19
3. department_for_education → publishes → alternative_qualification_list
4. qualifications → must_be_listed_in → find_a_learning_aim
5. find_a_learning_aim → replaces → learning_aim_reference_service
6. applied_and_technical_qualifications → evaluated_by → department_for_education
7. applied_and_technical_qualifications → reported_in → performance_tables
8. students → capable_of → achieving_higher_level_qualifications
9. substantial_vocational_qualification → is_core_aim_of → study_programme
10. funding_rates_and_formula_guidance → provides_information_on → core_aims
11. students → not_ready_for → substantial_qualifications
12. study_programme → includes → work_experience_and_employability",12,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:27:32.204773
comparative_kg_only_99-for-funding-purposes-study-p30-69-6dfac77d_1752628549_b5b7a0f9,comparative,ablation_kg_only,In what ways does the inclusion of work experience vary between 'study_programme' and 'substantial_vocational_qualification'?,"'Study_programme' explicitly includes 'work_experience_and_employability', making it a part of its curriculum, whereas 'substantial_vocational_qualification' is positioned as a core aim of a study programme without direct mention of including work experience.","1. study_programmes → is_funded_by → esfa_list_14_19
2. qualifications → must_be_approved_for → funding_16_19
3. department_for_education → publishes → alternative_qualification_list
4. qualifications → must_be_listed_in → find_a_learning_aim
5. find_a_learning_aim → replaces → learning_aim_reference_service
6. applied_and_technical_qualifications → evaluated_by → department_for_education
7. applied_and_technical_qualifications → reported_in → performance_tables
8. students → capable_of → achieving_higher_level_qualifications
9. substantial_vocational_qualification → is_core_aim_of → study_programme
10. funding_rates_and_formula_guidance → provides_information_on → core_aims
11. students → not_ready_for → substantial_qualifications
12. study_programme → includes → work_experience_and_employability",12,False,kg_only,5,5,4,4,5,4.6,2025-07-23T01:27:34.013976
inferential_kg_only_99-for-funding-purposes-study-p30-69-6dfac77d_1752628556_3be3df8f,inferential,ablation_kg_only,What can be inferred about the relationship between substantial vocational qualifications and the financial backing they receive?,"Substantial vocational qualifications, being the core aim of study programmes, imply that they are indirectly funded by ESFA List 14-19, since study programmes are funded by this list.","1. study_programmes → is_funded_by → esfa_list_14_19
2. qualifications → must_be_approved_for → funding_16_19
3. department_for_education → publishes → alternative_qualification_list
4. qualifications → must_be_listed_in → find_a_learning_aim
5. find_a_learning_aim → replaces → learning_aim_reference_service
6. applied_and_technical_qualifications → evaluated_by → department_for_education
7. applied_and_technical_qualifications → reported_in → performance_tables
8. students → capable_of → achieving_higher_level_qualifications
9. substantial_vocational_qualification → is_core_aim_of → study_programme
10. funding_rates_and_formula_guidance → provides_information_on → core_aims
11. students → not_ready_for → substantial_qualifications
12. study_programme → includes → work_experience_and_employability",12,False,kg_only,4,3,2,4,3,3.2,2025-07-23T01:27:36.188082
inferential_kg_only_99-for-funding-purposes-study-p30-69-6dfac77d_1752628557_d57b1171,inferential,ablation_kg_only,How does the Department for Education's involvement with applied and technical qualifications impact their recognition?,"Since the Department for Education evaluates applied and technical qualifications and these are reported in performance tables, it can be inferred that such qualifications are officially recognized and valued within educational performance metrics.","1. study_programmes → is_funded_by → esfa_list_14_19
2. qualifications → must_be_approved_for → funding_16_19
3. department_for_education → publishes → alternative_qualification_list
4. qualifications → must_be_listed_in → find_a_learning_aim
5. find_a_learning_aim → replaces → learning_aim_reference_service
6. applied_and_technical_qualifications → evaluated_by → department_for_education
7. applied_and_technical_qualifications → reported_in → performance_tables
8. students → capable_of → achieving_higher_level_qualifications
9. substantial_vocational_qualification → is_core_aim_of → study_programme
10. funding_rates_and_formula_guidance → provides_information_on → core_aims
11. students → not_ready_for → substantial_qualifications
12. study_programme → includes → work_experience_and_employability",12,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:27:38.008438
relationship_kg_only_a-recording-planned-hours-at-i-p53-131-498863f3_1752628586_7eacb878,relationship,ablation_kg_only,How are institutions connected to the audit process with regard to planned hours?,"Institutions provide evidence for planned hours management, which includes naturally occurring evidence such as timetables, learning agreements, and enrolment forms, and this documentation is evaluated by the audit process.","1. institution → has_planned_hours_management → individual_learning_aim
2. institution → has_planned_hours_management → activity_level
3. institution → has_legal_duty → record_planned_hours
4. planned_hours → includes → eep_hours
5. eep_hours → corresponds_to_learning_aim → university_preparation
6. eep_hours → corresponds_to_learning_aim → pastoral_support
7. institution → requires_documentation → individualised_learner_record
8. institution → requires_documentation → census
9. institution → has_planned_hours_management → student_study_programme_level
10. institution → provides_evidence → naturally_occurring_evidence
11. naturally_occurring_evidence → includes → timetable
12. naturally_occurring_evidence → includes → learning_agreement
13. naturally_occurring_evidence → includes → enrolment_form
14. audit_process → evaluates → planned_hours_breakdown
15. planned_hours_breakdown → is_documentation_required_by → audit_process",15,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:27:40.183787
relationship_kg_only_a-recording-planned-hours-at-i-p53-131-498863f3_1752628592_56ce6f71,relationship,ablation_kg_only,What is the role of eep hours in the context of university preparation and pastoral support?,"EEP hours correspond to learning aims that include university preparation and pastoral support, indicating their role in facilitating these specific areas of student development.","1. institution → has_planned_hours_management → individual_learning_aim
2. institution → has_planned_hours_management → activity_level
3. institution → has_legal_duty → record_planned_hours
4. planned_hours → includes → eep_hours
5. eep_hours → corresponds_to_learning_aim → university_preparation
6. eep_hours → corresponds_to_learning_aim → pastoral_support
7. institution → requires_documentation → individualised_learner_record
8. institution → requires_documentation → census
9. institution → has_planned_hours_management → student_study_programme_level
10. institution → provides_evidence → naturally_occurring_evidence
11. naturally_occurring_evidence → includes → timetable
12. naturally_occurring_evidence → includes → learning_agreement
13. naturally_occurring_evidence → includes → enrolment_form
14. audit_process → evaluates → planned_hours_breakdown
15. planned_hours_breakdown → is_documentation_required_by → audit_process",15,False,kg_only,5,5,4,4,5,4.6,2025-07-23T01:27:42.240017
comparative_kg_only_a-recording-planned-hours-at-i-p53-131-498863f3_1752628601_581b2a83,comparative,ablation_kg_only,In what way does the institution's documentation requirements vary between maintaining legal duties and providing evidence for audits?,"For maintaining legal duties, the institution is required to record planned hours, involving official documentation such as individualised learner records and census data. However, for providing evidence in audit processes, it relies on naturally occurring evidence, which includes timetables, learning agreements, and enrolment forms. This indicates a variation from formal legal documentation to more practical, everyday documents used as evidence.","1. institution → has_planned_hours_management → individual_learning_aim
2. institution → has_planned_hours_management → activity_level
3. institution → has_legal_duty → record_planned_hours
4. planned_hours → includes → eep_hours
5. eep_hours → corresponds_to_learning_aim → university_preparation
6. eep_hours → corresponds_to_learning_aim → pastoral_support
7. institution → requires_documentation → individualised_learner_record
8. institution → requires_documentation → census
9. institution → has_planned_hours_management → student_study_programme_level
10. institution → provides_evidence → naturally_occurring_evidence
11. naturally_occurring_evidence → includes → timetable
12. naturally_occurring_evidence → includes → learning_agreement
13. naturally_occurring_evidence → includes → enrolment_form
14. audit_process → evaluates → planned_hours_breakdown
15. planned_hours_breakdown → is_documentation_required_by → audit_process",15,False,kg_only,4,3,3,4,3,3.4,2025-07-23T01:27:44.175979
comparative_kg_only_a-recording-planned-hours-at-i-p53-131-498863f3_1752628611_cbda12c4,comparative,ablation_kg_only,In what way do the entities 'eep_hours' and 'naturally occurring evidence' differ in their relationship to learning components?,"'EEP hours' directly correlate to specific learning aims such as university preparation and pastoral support, demonstrating a targeted educational focus. Conversely, 'naturally occurring evidence' encompasses a range of documentation like timetables, learning agreements, and enrolment forms, showing a broader evidentiary purpose in supporting various aspects of education.","1. institution → has_planned_hours_management → individual_learning_aim
2. institution → has_planned_hours_management → activity_level
3. institution → has_legal_duty → record_planned_hours
4. planned_hours → includes → eep_hours
5. eep_hours → corresponds_to_learning_aim → university_preparation
6. eep_hours → corresponds_to_learning_aim → pastoral_support
7. institution → requires_documentation → individualised_learner_record
8. institution → requires_documentation → census
9. institution → has_planned_hours_management → student_study_programme_level
10. institution → provides_evidence → naturally_occurring_evidence
11. naturally_occurring_evidence → includes → timetable
12. naturally_occurring_evidence → includes → learning_agreement
13. naturally_occurring_evidence → includes → enrolment_form
14. audit_process → evaluates → planned_hours_breakdown
15. planned_hours_breakdown → is_documentation_required_by → audit_process",15,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:27:46.328831
inferential_kg_only_a-recording-planned-hours-at-i-p53-131-498863f3_1752628620_b49ffbc2,inferential,ablation_kg_only,"What can be inferred about the relationship between institutions managing planned hours and the focus of an individual's learning aims, based on planned hours management?","Institutions managing planned hours directly correlate with the individual learning aim and activity levels, indicating a structured approach to aligning student study programs and activities with specific learning aims such as university preparation and pastoral support.","1. institution → has_planned_hours_management → individual_learning_aim
2. institution → has_planned_hours_management → activity_level
3. institution → has_legal_duty → record_planned_hours
4. planned_hours → includes → eep_hours
5. eep_hours → corresponds_to_learning_aim → university_preparation
6. eep_hours → corresponds_to_learning_aim → pastoral_support
7. institution → requires_documentation → individualised_learner_record
8. institution → requires_documentation → census
9. institution → has_planned_hours_management → student_study_programme_level
10. institution → provides_evidence → naturally_occurring_evidence
11. naturally_occurring_evidence → includes → timetable
12. naturally_occurring_evidence → includes → learning_agreement
13. naturally_occurring_evidence → includes → enrolment_form
14. audit_process → evaluates → planned_hours_breakdown
15. planned_hours_breakdown → is_documentation_required_by → audit_process",15,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:27:48.124935
inferential_kg_only_a-recording-planned-hours-at-i-p53-131-498863f3_1752628620_85e17e4b,inferential,ablation_kg_only,How do naturally occurring evidence documents contribute to the audit process of an institution?,"Naturally occurring evidence documents, such as timetables, learning agreements, and enrolment forms, provide essential verification for the breakdown of planned hours during an institution's audit process, ensuring compliance and accuracy in recording educational engagement.","1. institution → has_planned_hours_management → individual_learning_aim
2. institution → has_planned_hours_management → activity_level
3. institution → has_legal_duty → record_planned_hours
4. planned_hours → includes → eep_hours
5. eep_hours → corresponds_to_learning_aim → university_preparation
6. eep_hours → corresponds_to_learning_aim → pastoral_support
7. institution → requires_documentation → individualised_learner_record
8. institution → requires_documentation → census
9. institution → has_planned_hours_management → student_study_programme_level
10. institution → provides_evidence → naturally_occurring_evidence
11. naturally_occurring_evidence → includes → timetable
12. naturally_occurring_evidence → includes → learning_agreement
13. naturally_occurring_evidence → includes → enrolment_form
14. audit_process → evaluates → planned_hours_breakdown
15. planned_hours_breakdown → is_documentation_required_by → audit_process",15,False,kg_only,4,3,3,4,4,3.6,2025-07-23T01:27:50.628403
comparative_kg_only_a-signed-scanned-document-att-p38-89-e06c69d7_1752628664_ab10bfec,comparative,ablation_kg_only,How do the responsibilities of institutions differ concerning alternative evidence and usual process for wet signatures?,"Institutions must ensure alternative evidence is genuine and retained for funding audit purposes, and they have a legal duty to ensure its genuineness. For the usual process for wet signatures, institutions must resume this process after coronavirus restrictions, indicating a return to traditional verification methods.","1. electronic_confirmation → is_allowed_during → coronavirus_restrictions
2. electronic_confirmation → is_not_to_be_used_as → alternative_evidence_post_coronavirus
3. institutions → must_resume → usual_process_for_wet_signatures
4. institutions → must_ensure → alternative_evidence_is_genuine
5. alternative_evidence → replaces → wet_signatures
6. alternative_evidence → is_retained_for → funding_audit_purposes
7. institutions → has_legal_duty → ensure_genuineness_of_alternative_evidence
8. institutions → provides_service → alternative_evidence_verification
9. coronavirus_restrictions → defines → allowance_of_electronic_confirmation
10. usual_process_for_wet_signatures → is_replacement_activity_of → electronic_confirmation",10,False,kg_only,3,3,2,4,3,3.0,2025-07-23T01:27:52.615706
