chunk_id,page_number,index,text,word_count
e-we-do-not-fund-any-students-p42-101-e75cc721,42,98,"e. we do not fund any students whose study is funded through the government's funding streams for higher education (Higher Education). Students who are eligible for student finance (such as Tuition Fee Loans and Maintenance Loans) will be Higher Education students, and not eligible for ESFA 16 to 19 funding funding. Prescribed Higher Education 164. ESFA can fund component parts of prescribed Higher Education qualifications, but not whole qualifications. The full list of prescribed Higher Education qualifications is set out in paragraphs 1(a) to 1(f) of schedule 6 to the Education Reform Act 1988. It principally covers: a. Higher National Diplomas (HNDs)",102
aoo-b-higher-national-certific-p42-102-c6aaffaa,42,99,"aoo b. Higher National Certificates (HNCs) c. first (undergraduate) degrees d. postgraduate degrees Non-prescribed Higher Education 165. ESFA funds whole non-prescribed Higher Education qualifications. 166. Non-prescribed learning aims are higher-level vocational learning aims that are generally professional learning aims leading to accreditation by a professional body. Nonprescribed Higher Education qualifications are defined in in paragraphs 1(g) and 1(h) of schedule 6 to the Education Reform Act 1988. 167. The part time certificates in Higher Education and the high level qualifications that are delivered to students of high ability on dance, drama, and musical theatre courses are nonprescribed Higher Education, but are not funded by ESFA's 16 to 19 funding funding model.",111
individualised-learner-record-p43-103-91af0463,43,100,"Individualised learner record (Individualised Learner Record) 168. The Individualised Learner Record is used by institutions (other than those recording data using the school census) to record all relevant funding data about Education and Skills Funding Agency funded students. More information can be found in the specification of the Individualised Learner Record 2021/2022 academic year. Pre-entry information, advice and guidance (Information, Advice and Guidance) 169. The funding for each student's programme is based on the principle that students are provided with clear pre-entry advice and guidance. Such advice and guidance are crucial if the study programme is to match a student's aspirations, expectations and abilities. The Government database on 14 to 19 courses should assist these processes. 170. The successful outcome of pre-entry advice and guidance is a learning agreement/enrolment form signed on behalf of the institution and by the student.",140
prevent-duty-171-the-prevent-d-p43-104-655f925b,43,101,"Prevent duty:. The Prevent duty applies to all delivery arrangements including subcontracted provision. It requires institutions, to have due regard to the need to prevent people from being drawn into terrorism. All further education and independent learning providers must comply with relevant legislation and any statutory responsibilities associated with the delivery of education and safeguarding of students, and this includes students receiving provision under a subcontracting arrangement. Provision of information on courses for 16 to 19 funding year olds 172. Young people need to make informed choices about their post-16 education and training options and should be able to access comprehensive information about all options available. To facilitate this, the government has developed a national database of 14 to 19 courses, linked to the existing database of post-19 courses, for which those with public funding already have to supply information. Institutions providing Education and Skills Funding Agency funded courses for 16 to 19 funding year olds are expected to provide information to the government about the courses they plan to offer from 2021/2022 academic year, to agreed data standards which will be collated on this national database. To support institutions an operational guide is available on GOV.UK.",118
prince-s-trust-team-programme-p44-106-3087a95c,44,102,"Prince's Trust Team Programme: For the Prince's Trust Team Programme, the institution overhead rate (management fee) should be no more than a maximum of 15 per cent of the total ESFA funding. Any figure above 15 per cent will require prior approval from ESFA in collaboration with the Prince's Trust. For the purpose of the condition of funding, ESFA recognise that the Team Programme will support young people to progress towards General Certificate of Secondary Education standard and has been approved as a stepping stone towards a General Certificate of Secondary Education in these subjects.",96
school-census-174-the-departme-p44-107-a17979ce,44,103,School census: The Department for Education collection of data from schools and academies is the school census. This is the equivalent of Individualised Learner Record data collected from non-school institutions. Further information on the school census is included in annex E. Start date 175. Start dates are used to determine when and whether funding should be recorded. They are determined by the date on which the student's learning aim begins. Further details of how start dates relate to funding and the qualifying periods of attendance to count as a funding start are given in annexes B and C.,99
t-level-176-t-level-are-funded-p44-108-5adcd319,44,104,"T Level: T Level are funded as part of the young people's funding methodology, but in some respects are funded differently to study programmes.4 They are subject to all the guidance within these documents. You can find more information on T Level on GOV.UK. 4 You can find more information in the funding rates and formula guidance. Traineeships and supported internships 177. These are funded as part of the young people's funding methodology and are subject to all the guidance within these documents. You can find traineeships advice on GOV.UK.",91
6-subcontracting-subcontracted-p46-109-54483a9a,46,105,"6: Subcontracting Subcontracted provision: Subcontracted provision, including franchised or partnership provision, is learning provision that is delivered with the involvement of a third party and all institutions using third parties to deliver any of their funded provision must follow the published guidance in Sub-Contracting funding rules for ESFA funded Post 16 funding (Excluding Apprenticeships). To assist all funded institutions the specific additional subcontracting requirements that apply to 16 to 19 funding funding arrangements are set out in 16 to 19 funding Annex of that document. That advice is repeated below and replaces the earlier draft advice we published in this book before the full subcontracting advice document was made available on the website to our funded institution. The wording below is taken from the main subcontracting document and uses the terminology in that document which includes referring to learners and not students.",143
annex-16-to-19-funding-subcont-p46-110-43dca981,46,106,"Annex 16 to 19 funding Subcontracting: For the avoidance of doubt, all ESFA funded provision, including enrichment, employment and pastoral (EEP) activity is a funded part of a study programme, therefore a third party delivering such activity is determined as a subcontractor. This arrangement is subject to meeting our subcontracting controls guidance, and the third party should be included in the subcontracting declaration made by the lead provider.",69
monitoring-of-your-subcontract-p46-111-a791340b,46,107,"Monitoring of your subcontractors and subcontracted provision: In addition to the measures detailed in 27 to 29 of these funding rules and your contract, you must monitor your subcontractors to ensure that learners have full access to free funded education and training, including (but not limited to) information about and access to, 16 to 19 funding bursary and other student support funding, information, advice, and guidance (Information, Advice and Guidance) and access to learning support if required.",78
controls-over-students-tutors-p46-112-f034a4b9,46,108,"Controls over students, tutors, and provision:. You must be able to demonstrate that you exercise all the following key controls: ‚Ä¢ you can enrol or reject Learners as you would do if the Learners were to be taught on your own site ‚Ä¢ learners sign a learning agreement at the time of enrolment; the agreement must reflect the outcome of initial guidance and assessment for an individual student and set out their study programme and any learning support to be provided ‚Ä¢ learners' eligibility for ESFA funding is confirmed through an enrolment form and/or learning agreement, which must include your name and your logo, and which is signed by the Learner at the start of their programme ‚Ä¢ a learning programme and its means of delivery has been clearly specified by you there are arrangements for assessing the progress of individual learners there are procedures for you to regularly monitor the delivery of programmes provided in your name throughout the period of the programme Subcontractors with contracts with multiple institutions 182. You must establish whether any of your subcontractors work with other directly funded ESFA lead providers.",188
183-you-must-make-sure-that-yo-p47-113-3c650e09,47,109,"You must make sure that you are the only provider that is claiming ESFA funding for the learners that you are claiming funding for. Learners must not be enrolled at more than one directly funded ESFA provider. 184. You, as the lead provider must claim all the funding for an Education and Skills Funding Agency funded learner. When a learner is attending different directly funded providers for different components of their programme of study, the lead provider must record all these components and indicate on the individualised learner record or school census which elements are delivered via a subcontracting arrangement. 185. All individual students must have the correct unique learner number recorded. 186. An exception to rules B.4 and B.5 is where a learner is enrolled on a Diploma in Sporting Excellence in addition to their main study programme.",140
distance-subcontracted-deliver-p47-114-577aafe6,47,110,"Distance subcontracted delivery: Only in exceptional circumstances should institutions make subcontracting arrangements for delivery outside their normal recruitment area. ('Normal recruitment area' is defined in the Funding regulations guidance). 188. You must seek approval to continue with or embark on new arrangements for distance subcontracting. Further details including what to include in the request and where to send it can be found here. 189. Where you do enter into distance subcontracting relationships, you must exercise the same level of management, control, safeguarding of learners and assure yourself you still meet all necessary rules. Whole programme subcontracting and restrictions for schools and academies 190. You must seek approval to continue with or embark on new arrangements for whole programme subcontracting. Further details including what to include in the request and where to send it can be found here.",138
191-schools-and-academies-must-p48-115-e8ef393f,48,111,"Schools and academies must not subcontract whole study programmes under any circumstances. Legally, being a pupil and attending a school are based on physical presence. Although schools have powers to arrange some educational activities away from their premises, these are not intended to allow the whole of a pupil's education to be delivered somewhere, and by someone, other than the school. Schools and academies can therefore only subcontract provision for Learners who: ‚Ä¢ attend the institution for at least one element of their programme throughout the academic year ‚Ä¢ attend the school or academy at least once a week 192. You must not enter into subcontracting arrangements with special schools for the whole, or for a substantial proportion of a students' programme where they are aged 19 to 25. Special schools have the option to set up a legally and financially separate entity to make provision for 19- to 25-year-olds as advised in the High Needs Funding: operational guide.",160
193-when-a-subcontractor-wants-p48-116-d053b112,48,112,"When a subcontractor wants to appoint and work with a third party, which could include a sports club, it is you as the provider who must have a direct contractual relationship with the third party and not the subcontractor. Third parties must not be appointed or managed by the subcontractor. There must be no financial transactions between a subcontractor and a third party. You must take steps to assure yourself that the third party has: facilities that are safe, suitable, and fit for purpose ‚Ä¢ safeguarding arrangements that are robust and reviewed regularly, at least on an annual basis 194. You must take appropriate steps to ensure that both you and the sports club are clear on what activities are suitable for ESFA funding and what activities are not suitable for ESFA funding.",134
annex-a-acronyms-and-glossary-p48-117-b8217ac3,48,113,"Annex A: Acronyms and glossary This list includes acronyms that may be used in any of the funding guidance documents or Individualised Learner Record manual although some are not used in this publication. Acronym Description. 2021/2022 academic year Denotes ESFA funding year from August 2021 to July 2022 2021-21 Denotes financial year from April 2021 to March 2022 CDF Capacity Delivery Fund (for work placements) Department for Education European Economic Area European Economic Area Employment, enrichment and pastoral (planned hours) Education Health and Care plan Education, Health and Care Plan Electively home educated ESFA Education and Skills Funding Agency European Union Find a learning aim (will replace Learning Aim Reference Service) Full time equivalent General Certificate in Secondary Education General Data Protection Regulation Higher Education Statistics Agency High needs students Individualised learner record Index of Multiple Deprivation Local authorities Learning Aim Reference Service. NAO is a National Audit Office. NEET Post-16s not in education, employment or training Ofqual Office of Qualifications and Examinations Regulation QN Qualification number (also known as Learning Aim Reference) Section 96 This is replaced by the 'ESFA list of qualifications approved for funding 14 to 19' SEN/Special Educational Needs and Disabilities Special educational needs and/or disabilities Special Post-16 Institution Special post-16 institution. Sector Subject Area UK exit UK Transition date UTC Sector subject area This was the 31 January 2020, the legal date the UK left the European Union This is the 31 December 2020 and is the date the UK ceased to be in Transition arrangements with the European Union University technical college.",35
annex-b-planned-hours-and-time-p50-122-2abd0600,50,114,"Annex B: Planned hours and timetable evidence Evidencing timetables to auditors for all students 1. Definitions of planned hours and what can be included is in section 4, 'Planned hours'. 2. Institutions need to show in a simple format that they are recording planned hours in the Individualised Learner Record or school census accurately in accordance with the hours on the student timetable, learning agreement, or similar document. Table 1: summary of expected evidence of student existence and eligibility for Student eligibility for public funding As set out in sections 'Student eligibility' and 'Study programme eligibility'.",79
for-student-eligibility-for-pu-p51-123-9f987806,51,115,Student eligibility for full or part time funding Timetable or learning plan to be available that sets out the study programme the student will follow and that reflects the hours. Eligible activities for inclusion in study programme All activities in a student's learning plan or timetable which are: * planned * supervised and/or organised by a member of staff * taking place usually within the institution's normal working pattern - including twilight sessions provided they meet the other principles The institution should be able to evidence that they have incurred a recognisable cost in delivering that activity. From Version 2 recognised educational costs are now shown in more detail in Table 1b below,130
institutions-must-ensure-that-p51-124-cc88d350,51,116,"Institutions must ensure that the planned hours entered on data returns are realistic and deliverable to each individual student and are supported by auditable evidence that the eligible activity offered to students is timetabled and exists. Student retention If completed ‚Äî either evidence from an external awarding body of success in the core qualification, or evidence, from registers or otherwise, that the student had completed the learning activities leading to the core qualification. If continuing ‚Äî evidence (for example, registers) that the student was still attending the core qualification at the end of the academic year.",96
core-aim-learning-plan-indicat-p52-126-f7a6bbfb,52,117,"Core aim Learning plan indicating which qualification is the core aim of the study programme. Schools who make census returns must only identify a core aim for programmes that are vocational, or mixed programmes with a vocational core.",38
usually-recognised-as-educatio-p52-128-6ca6537e,52,118,Table 1B: Types of recognised educational and non-educational delivery costs. Staffing costs that relate directly to delivery of education and training – usually recognised as educational costs are: includes those involved in management of education and training delivery Premises costs that relate directly to delivery of education and training Education awarding body and examination registration costs Equipment and material costs that are wholly attributable to the education/training delivery The costs that should not usually be recognised as educational costs Staffing costs for those whose salaries (and other staffing costs) are being met from the organisations (or a related company) commercial activities If these costs are split between this heading and fundable activities above then a reasonable apportionment model should be followed are:,99
are-building-and-premises-cost-p52-129-15a723de,52,119,Building and premises costs that are not part of dedicated education and training activities Other equipment costs that are incurred by the commercial work of the organisation (or its related companies) No weekly wage or attendance allowance to individual students can be included in recognised costs as part of education costs ‚Äî if students need paying they should be on Apprenticeships and not Study programmes Equipment and/or material costs which are not directly attributable to education/training delivery or costs which are being met from other sources of funding.,89
3-esfa-has-included-2-examples-p52-130-35f91e9f,52,120,"ESFA has included 2 examples of calculating individual student summary planned hours below to help institutions meet the requirement to evidence planned hours recorded on the Individualised Learner Record or school census. The summary planned hours in the examples must correspond to individual students' detailed timetable or learning agreement. Institutions who produce similar schedules for all funding audit samples should simplify their funding audit. 4. The number of planned hours a student may study should not be greater than 40 hours per week and both the study programme's planned hours and planned dates will need to reflect this. 5. Institutions choose their own management information (MI) system and we are aware of 2 main ways that MI systems record planned hours for programmes. For each way, institutions must make sure that additional evidence is either generated by the MI system or that they hold it separately. The 2 main ways that MI systems record planned hours for programmes are:",160
a-recording-planned-hours-at-i-p53-131-498863f3,53,121,"a. recording planned hours at individual learning aim and activity level, and then adding these together to get the total planned hours for individual students. Institutions must have evidence for how they have calculated planned hours recorded in the Individualised Learner Record or census. This is particularly important when there are hours recorded as employment, enrichment and pastoral (EEP) hours in the Individualised Learner Record or census (for example, university preparation or pastoral support) that are not recorded under a learning aim b. recording planned hours at student study programme level. Institutions must have a breakdown showing how they have calculated the planned hours. This evidence can be 'naturally occurring evidence' such as a timetable, learning agreement, or enrolment form. The audit process will be more straightforward when the breakdown compares easily to other evidence of what is planned in the programme",142
advice-to-funding-auditors-onl-p53-132-c9cc511b,53,122,"Advice to funding auditors only 6. We allow some funding auditor discretion before confirming whether the planned hours total have been correctly entered on funding returns. In order to try and reduce the amount of work needed by both funding auditors and institution staff in resolving any evidential issues for the current funding year we are issuing this advice to all funding auditors: a. The discretion set out below may also be helpful for some institutions for those students who attend the institution on a traditional 16 to 19 funding study programme and for the full funding year (students attending for all three Autumn, Spring and Summer terms) studying recognised qualifications that lead to a first full Level 3 or a Level 2 programme. Institutions must also be able to evidence a record of success in delivering these learning aims to successful students. Funding auditors will usually apply these simplified funding audit evidence requirement rules where the learning aims shown below recommend a minimum guided learning hour (GLH) delivery for the funding year of at least 450 GLH. These will include the following learning aims:",185
students-doing-3-or-more-as-o-p53-133-3b966135,53,123,"‚Ä¢ students doing 3 or more AS or A2 learning aims in a two year full Level 3 programme ‚Ä¢ students attending a study programme that includes at least 5 General Certificate of Secondary Education ‚Ä¢ students attending full time BTEC Diplomas, or other vocational Diploma courses that are/have been traditionally regarded as a full Level 2 programme b. The discretion set out above in (a) above should not be applied to any other students. The concessions set out above in (a) will only apply to the entering of planned hours on the Individualised Learner Record and do not apply to the need for learning aim start, planned and actual end dates to be correctly recorded. Where these are incorrect and generate any funding errors they must be corrected before returning the institution's final Individualised Learner Record return. For every student in any funding audit sample a  planned timetable as set out in this Annex must be provided to the funding auditor and the planned hours on the form should match the planned hours on the Individualised Learner Record. Any funding audit concerns or issues for students that meet the above criteria will usually be management letter points rather than reported as funding audit errors. ",147
subject-or-activity-planned-pl-p55-135-9200a362,55,124,"This table describes a full-time student's planned hours for the 2021-2022 academic year (August 2021 to July 2022). The student is taking three A-level subjects (Physics, Chemistry, and Mathematics) requiring 170, 170, and 140 qualification hours respectively, along with GCSE English requiring 50 qualification hours. Additionally, the student will participate in non-qualification activities including student experience mentoring (10 hours), work experience (30 hours), and university preparation (10 hours). In total, the student will complete 530 qualification hours and 50 non-qualification hours, for a combined 580 planned study hours recorded in the data return.",67
the-qualification-planned-hou-p55-136-fdfe84a5,55,125,"This table outlines a part-time student's planned hours for the 2021-2022 academic year (August 2021 to July 2022). The student will participate in work experience beginning October 2021 (220 non-qualification hours), and will take Functional Skills courses in Mathematics starting January 2022 (60 qualification hours) and English starting October 2021 (90 qualification hours). Additional activities include interview coaching during summer term 2022 (20 non-qualification hours) and Level 1 hairdressing beginning March 2022 (80 qualification hours). In total, the student will complete 230 qualification hours and 240 non-qualification hours, for a combined 470 planned study hours recorded in the data return.",53
annex-c-withdrawals-compliance-p56-140-948458a6,56,126,"Annex C: Withdrawals Compliance evidence for withdrawals 1. ESFA's general guidance on withdrawals is set out below and gives advice on the funding position in relation to eligibility to count students as a start for funding purposes. 2. A student must be considered to have withdrawn from a study programme where they are known to have made a decision to withdraw from the study programme, or to transfer from a full time to a part time study programme or from a part time to a full time study programme. Either the student or the student's tutor should have confirmed this in writing. 3. In addition, for full time programmes and part time programmes of more than 24 weeks in duration that are not distance learning programmes, a student must be considered to have withdrawn where they have not attended classes for at least 4 continuous weeks, excluding holidays. This is unless there is auditable evidence of an intention to return. Compliance evidence includes a student's or employer's letter or formal internal notes such as tutorial reports, contracts of behaviour or personal action plans.",183
4-for-distance-learning-provis-p57-141-8268713b,57,127,"For distance learning provision, or where face-to-face delivery is against wider Government guidance, a withdrawn student would be one failing to meet the following guidance on participation or contact: a. attendance at a centre or log-on to learning materials b. receipt of work or projects by the tutor (electronic or hard copy) c. communication with the tutor that indicated that the student was still active on their learning aim, including planned contacts 5. Institutions must ensure that students are withdrawn from a programme where they have not attended classes for 4 continuous weeks, excluding holidays. Withdrawals must be actioned in a timely manner, and where a student has not been withdrawn but has been absent for more than 4 weeks, there must be auditable evidence of an intention to return. 6. Where a student has not been in attendance during a programme, and is deemed to have withdrawn, then the institution must adjust the student record to reflect that the student has withdrawn.",164
7-institutions-must-record-stu-p57-142-73bd29f2,57,128,"Institutions must record student withdrawal dates promptly and accurately in order to reflect the last date of actual recorded attendance. Institutions must record all student withdrawals in the Individualised Learner Record or school census. 8. Institutions must not record withdrawn students as having completed their course, and they are not usually recorded as achieved students. Students must also be correctly recorded as having transferred to another qualification, or withdrawn without transferring. 9. In all circumstances, the date of a student's withdrawal must be the last date of their actual attendance, not the date on which the student's record was flagged as withdrawn. While students may not be classified as withdrawn until 4 weeks have elapsed since their last attendance, or for open and distance learning since the missed contact, the date of withdrawal must still be recorded as the date of last actual participation.",145
10-when-checking-the-withdrawa-p57-143-908f4576,57,129,"When checking the withdrawal mechanism, institutions must have robust systems in place to ensure that students with erratic attendance due to illness or other legitimate circumstances are identified. In the case of students with mental ill-health or other legitimate reasons for erratic attendance, institutions must retain evidence of assessment and/or notification from the student, parent, advocate or medical adviser that there is a strong intention to return. In these exceptional cases, the student need not be entered as withdrawn within the usual timescales. If the student fails to return, the withdrawal date must be the last date of attendance. 11. ESFA does not expect student withdrawals to occur in a systematic pattern. Where the number of students shown as withdrawing from courses shortly after meeting either the funding start criteria or other key dates appears to be disproportionate, institutions and funding auditors may wish to pay particular attention to the attendance records and associated management controls for such courses.",160
12-an-institution-should-also-p58-144-5675e1bf,58,130,"An institution should also always take active measures to ensure that the student is continuing on the programme and has not withdrawn. This should be done, for example, by providing a planned timetable for the receipt of assignments and then checking with students who have not provided an assignment on the due date. Good practice suggests that students should be contacted at regular intervals to check that they are still following the programme. It is not acceptable to assume that silence means a student is 'continuing'. Institutions are reminded of the advice in the 'Principles of funding learning' of this document to do everything they can to help students complete their programmes, and should see early withdrawal from programmes as a last and not a first resort. Institutions need to check that subcontractors are implementing the guidance.",138
additional-clarification-on-wi-p58-145-1f61050a,58,131,"Additional clarification on withdrawals guidance: The following is included to help clarify the funding situation for withdrawals, transfers and early completion. Q1 If a student is studying 4 AS level learning aims over one year starting in September and withdraws from one of them after 5 weeks, may funding be recorded all year for the withdrawn learning aim? A1 No. If the student withdraws from a learning aim before they meet the qualifying period of the study programme, the institution must exclude the hours for the withdrawn qualification from the total hours for the year. In reviewing the planned hours the institution may include planned hours for other activity that is planned to displace the hours lost by the student withdrawal from the initial AS level. If the learner transfers from a qualification before the qualifying start period, then the timetabled hours up to the point of transfer may be included in this field if they would make a significant material difference to the learner's total planned hours such that they would move from one funding band to another.",180
if-the-learner-withdraws-from-p58-146-ad5766c8,58,132,"If the learner withdraws from all their learning aims and leaves the provider, the hours recorded in this field must not be amended. Q2 When a full time student reduces their programme, at what point do they become a part time student? A2 If a student is a full time student after the funding qualifying start period they remain a full time student for statistical and funding purposes for the whole year. Q3 What dates are used to determine a student's study programme qualifying period for funding purposes? A3 This is determined using the student's earliest learning aim start date and latest learning aim planned end date. Q4 If a student stops attending class with no notification to the institution, when is the date of withdrawal? A4 The date of the last attendance on the learning aim is the date of withdrawal. This should be found in the class register. Q5 If a student stops attending classes and a member of college staff telephones the student to discuss his or her learning progress, can this be counted as guided learning and be deemed the date of withdrawal?",187
a5-no-learning-must-be-specifi-p59-147-edc80374,59,133,"A5 No. Learning must be specific to the course being studied. The telephone call described here is assistance of a general nature and is not counted for planned hours purposes. Q6 If a student stops attending classes and some time later the student is persuaded to attend the institution to discuss his or her learning attendance, can this be counted as planned hours learning and be deemed the date of withdrawal? A6 No. As in the previous answer, learning must be specific to the course being studied. The meeting described here is assistance of a general and administrative nature. Q7 A student on a one-year learning aim stops attending at Easter to revise at home yet turns up and sits the examination in early June. When is the date of withdrawal? A7 Early June. Sitting the examination is assessment of the student's achievement and will count as learning. In practice, given the relatively short period of nonattendance, it is unlikely institutions would treat such students who passed their examination and qualification as withdrawals, instead recording them as successful completions.",179
q8-is-the-date-of-withdrawal-f-p59-148-dc551e47,59,134,"Q8 Is the date of withdrawal for open learning or distance learning provision worked out in the same way as for traditional provision? A8 Yes. It is the date of the last participation. Q9 If a student completes the first year of a 2-year programme and then fails to return for the second year, can the institution record a funding value for the second year? A9 No. The student must meet the start criteria for each separate funding year. Q10 For traineeships where the student achieves an early progression either into sustainable employment, full time education, other training or an apprenticeship, how should this be treated for funding retention purposes? A10 Where the outcome meets the definition of successful progression from a traineeship then the institution must treat the student as completed on their Individualised Learner Record data return so the student is treated as retained for funding purposes. If the traineeship is completed within the first 6 weeks, the institution must revise the planned hours to the planned hours for the student's actual period of attendance as set out in the section 'Recording planned hours'.",186
q11-if-a-young-person-complete-p60-149-ae44e242,60,135,"Q11 If a young person completes their programme during but before the official end of the summer term do the institution still have a legal duty to inform the local authority that the student has left learning? A11 Where students complete their studies during the summer term this is not usually seen as leaving learning. Most students leave in the summer as soon as they have completed either their last exam or handed in their last marked assignment for the year. Q12 If a young person withdraws from just one learning aim in their study programme within the first 6 weeks of their programme during the funding year, does the institution have to change the planned hours? A12 Yes, the institution must update the planned hours to remove all of the hours for the aim from the total. This rule applies regardless of the original length of the study programme or the funding band of the student. If excluding the hours already delivered within the first 6 weeks would make a material difference to the student's funding band, institutions can include just the hours that they have already delivered in the planned hours.",193
q13-when-does-the-first-six-we-p60-150-21cee00c,60,136,"Q13 When does the first six weeks for setting and adjusting planned hours start for students who started their programme in the previous funding year? A13 You must set and adjust the planned hours for a student's study programme in each funded year of their programme. No planned hours or start period completion rolls over from one funding year to the next. When the student's programme crosses into a new funding year, for the purposes of recording planned hours you treat them the same as a new start. This means that the earliest possible start date for every funding year is always 1 August. Q14 When a student continues a programme from the previous year and the first date of attendance is after 1 August (for example, due to summer holiday arrangements), what date is used for calculating the planned hours? A14 Institutions must use the student's first date of attendance for learning activity to calculate the 6 week period for determining planned hours. The number of planned hours a student may study should not be greater than 40 hours per week (and for example, for those who cease studying after 5 weeks the maximum planned hours will be 200).",200
q15-when-a-student-completes-a-p61-151-abf3436e,61,137,"Q15 When a student completes a study programme earlier than planned but after the initial 6 week period to start an Apprenticeship with the same institution are there any circumstances in which the planned hours should be amended? A15 A student should only be in receipt of one ESFA type of funding at any one time at any individual funded (or their financially related) institution. If a student is recorded as having successfully completed a study programme early and is then transferred onto an Apprenticeship programme at the same institution, the institution must make sure it is not drawing down two sources of ESFA funding for the same period of time. In determining what constitutes early completion our advice is to review students who complete before the equivalent of the start period needed to qualify for funding. For full time students this would be those students completing their 16 to 19 funding study programmes more than 6 weeks early and for shorter part time students more than two weeks early.",170
it-is-particularly-important-t-p61-152-35faf5ab,61,138,"It is particularly important that this advice is followed where multiple students are completing early, and any average student planned hour calculations are not taking into account the number of students completing early. On a similar basis, providers must not record any planned hours for any study programme (including traineeships) period that overlaps with Apprenticeship funding, either at the same institution or a financially related one. When students withdraw from study programmes to start an Apprenticeship programme, providers must adjust their planned hours so no planned hours are claimed after the Apprenticeship programme starts. By reducing planned hours, providers will avoid the risk of claiming double funding and the effect on the retention factor will be proportionally smaller due to the lower funding band.",124
the-institution-has-a-choice-f-p61-153-533ca5ac,61,139,"The institution has a choice for students who have attended for more than six weeks of either reducing the planned hours down to the period of the student's actual attendance or making sure that the Apprenticeship funding is reduced to remove any overlap in the period where two sources of funding are being claimed for the same period. We are content that in these circumstances planned hours can be reduced even after the initial 6-week start period has passed as this maybe a much easier calculation than assessing the impact of the funding overlap on Apprenticeship funding. Q16 When a student withdraws from their entire study programme before they meet the funding start criteria do their planned hours need adjustment? A No. When a student withdraws from all their learning aims, and therefore withdraws from their whole programme, as long as they have not met the criteria to count as a funded start then providers do not need to change the planned hours. This can be checked by using the 16 to 19 funding funding claim report that only lists students who have met their relevant funding start criteria.",189
annex-d-condition-of-funding-o-p62-154-10fee58a,62,140,"Annex D: Condition of funding on provision of English and mathematics in 2021/2022 academic year 1. This annex gives a summary of the ESFA condition of funding for the provision of English and maths within young people's study programmes. To assist institutions in planning to meet the condition of funding, ESFA has issued detailed guidance on the condition of funding and the exemptions, which is available on GOV.UK. Students must study maths and/or English as part of their programme in each academic year. This applies to students: 2. ‚Ä¢ aged 16 to 18 and 19 to 25 with an education, health and care (EHC) plan who do not hold a General Certificate of Secondary Education grade 9 to 4, A* to C (a standard pass grade) or equivalent qualification in these subjects ‚Ä¢ doing a programme of 150 hours or more, which started on or after 1 August 2014 The qualifications that meet the condition of funding are General Certificate of Secondary Education and 'stepping stone' qualifications. Qualifications that meet the condition of funding have a record in the Find a learning aim which will replace the Learning Aim Reference Service (Learning Aim Reference Service) database that sets out how long they are valid for.",205
3-4-we-made-a-change-to-our-ma-p62-155-4f0e1a00,62,141," We made a change to our maths and English condition of funding guidance that will applies from the academic year 2019/2021 academic year, students with a grade 2 or below in maths or English can study towards a pass in functional skills level 2 (legacy or reformed) or they can still study towards a General Certificate of Secondary Education grade 9 to 4. Once they have achieved this, there is no requirement to undertake further maths or English qualifications to meet the condition of funding. 5. Full time students with a grade 3 must still study an eligible General Certificate of Secondary Education qualification in order to meet the condition of funding. 6. Part time students with a grade 3 can still study any qualification approved to meet the condition of funding as a stepping stone towards achieving a General Certificate of Secondary Education grade 9 to 4. 7. This adjustment allows providers and students with prior attainment of General Certificate of Secondary Education grade 2 and below, to choose which level 2 qualification is most appropriate. 8. To meet this requirement, individual institutions should use the flexibilities available to tailor a study programme, so that each student can improve in maths and/or English to the best of their ability.",212
enrolments-and-exemptions-9-to-p63-156-76f0d8c0,63,142,"Enrolments and exemptions 9. To count as enrolled on a qualification that meets the condition of funding a student has to meet the qualifying period for funding (6 weeks for students with a planned length of 24 weeks or more and 2 weeks for students with a planned length of less than 24 weeks) against the maths and/or English aim. The condition of funding relates to enrolments rather than sitting the exam, this provides flexibility for providers to determine when best for a student to take their exam. 10. There are a small number of students who are not able to take a General Certificate of Secondary Education or an approved stepping stone qualification, for example, those with multiple and complex needs. These students can be exempt from studying qualifications but appropriate literacy and numeracy should still be included in their study programme. 11. Students who have studied in a country that does not provide General Certificate of Secondary Education are also potentially exempt from the condition of funding where the overseas qualifications they hold are equivalent to General Certificate of Secondary Education grade 9 to 4.",187
12-if-a-16-to-19-funding-stude-p63-157-0ff01d4d,63,143,"If a 16 to 19 funding student achieves a General Certificate of Secondary Education 9 to 4 or A* to C or qualification deemed as equivalent by other means. For example, entering for, and studying a qualification outside of their study programme, then they will have met the condition of funding for the remainder of their study programme. Students not meeting the condition of funding 13. For institutions with students who do not meet the condition of funding, we will remove funding from the allocation for 2022/2023 academic year. The institution will receive advance warning of this in their Allocation Calculation Toolkit (ACT). 14. We will continue to apply the current tolerance level of 5% until further notice and more information on the tolerance is available from the condition of funding webpage. ",144
